lemma,lemma_freq,gloss,form,stressed_syll,monosyll,case,number,short_cluster,full_cluster,noep,ep
вторжение,1583,invasion,вторже'нию,2,FALSE,dat,sg,вт,вт,20,2
вход,10375,login,вхо'ду,1,FALSE,dat,sg,вх,вх,104,158
главнокомандующий,4951,Commander,главнокома'ндующему,4,FALSE,dat,sg,гл,гл,82,0
глазок,5006,peephole,глазку',2,FALSE,dat,sg,гл,гл,36,0
гнездо,4875,nest,гнезду',2,FALSE,dat,sg,гн,гн,46,4
град,3979,hail,гра'ду,1,FALSE,dat,sg,гр,гр,10,19
гражданин,24939,citizen,граждани'ну,3,FALSE,dat,sg,гр,гр,31,0
гражданин,24939,citizen,гра'жданам,1,FALSE,dat,pl,гр,гр,93,0
граф,22652,graph,гра'фу,1,FALSE,dat,sg,гр,гр,511,1
графин,1745,carafe,графи'ну,2,FALSE,dat,sg,гр,гр,32,0
гребень,3207,crest,гре'бню,1,FALSE,dat,sg,гр,гр,25,0
грек,5371,Greek,гре'кам,1,FALSE,dat,pl,гр,гр,42,4
грех,17017,sin,греху',2,FALSE,dat,sg,гр,гр,47,53
грузовик,3718,truck,грузовику',4,FALSE,dat,sg,гр,гр,31,0
двигатель,8943,engine,дви'гателю,1,FALSE,dat,sg,дв,дв,25,0
движение,51390,movement,движе'нию,2,FALSE,dat,sg,дв,дв,228,1
движение,51390,movement,движе'ниям,2,FALSE,dat,pl,дв,дв,23,0
двор,41939,yard,двору',2,FALSE,dat,sg,дв,дв,370,640
двор,41939,yard,двора'м,2,FALSE,dat,pl,дв,дв,7,39
дворец,15180,palace,дворцу',2,FALSE,dat,sg,дв,дв,66,139
дворник,3600,janitor,дво'рнику,1,FALSE,dat,sg,дв,дв,55,0
дворянин,5883,nobleman,дворяна'м,3,FALSE,dat,pl,дв,дв,21,1
день,240587,day,дню',1,TRUE,dat,sg,дн,дн,109,461
день,240587,day,дня'м,1,TRUE,dat,pl,дн,дн,24,10
джаз,1534,jazz,джа'зу,1,FALSE,dat,sg,дж,дж,27,0
джип,1386,jeep,джи'пу,1,FALSE,dat,sg,дж,дж,28,0
дневник,6860,diary,дневнику',3,FALSE,dat,sg,дн,дн,36,0
днище,719,bottom,дни'щу,1,FALSE,dat,sg,дн,дн,24,0
дно,15405,bottom,дну',1,TRUE,dat,sg,дн,дн,27,514
древность,3137,antiquity,дре'вности,1,FALSE,dat,sg,др,др,31,0
друг,161683,each,друзья'м,2,FALSE,dat,pl,др,др,329,0
звание,9305,title,зва'нию,1,FALSE,dat,sg,зв,зв,60,3
звонок,9929,call,звонку',2,FALSE,dat,sg,зв,зв,54,0
звук,21983,sound,зву'ку,1,FALSE,dat,sg,зв,зв,53,0
звук,21983,sound,зву'кам,1,FALSE,dat,pl,зв,зв,116,3
здание,19656,building,зда'нию,1,FALSE,dat,sg,зд,зд,301,0
здание,19656,building,зда'ниям,1,FALSE,dat,pl,зд,зд,27,0
здоровье,17905,Health,здоро'вью,2,FALSE,dat,sg,зд,зд,53,0
зло,17468,evil,злу',1,TRUE,dat,sg,зл,зл,69,83
злодей,3841,villain,злоде'ю,2,FALSE,dat,sg,зл,зл,22,0
злоупотребление,1996,abuse,злоупотребле'ниям,5,FALSE,dat,pl,зл,зл,21,0
знакомство,8930,familiarity,знако'мству,2,FALSE,dat,sg,зн,зн,35,0
знакомый,40008,familiar,знако'мому,2,FALSE,dat,sg,зн,зн,194,0
знакомый,40008,familiar,знако'мым,2,FALSE,dat,pl,зн,зн,216,0
знание,24613,knowledge,зна'нию,1,FALSE,dat,sg,зн,зн,196,0
знание,24613,knowledge,зна'ниям,1,FALSE,dat,pl,зн,зн,106,1
значение,40543,value,значе'нию,2,FALSE,dat,sg,зн,зн,47,0
зрелище,4702,spectacle,зре'лищу,1,FALSE,dat,sg,зр,зр,21,1
зритель,12292,spectator,зри'телю,1,FALSE,dat,sg,зр,зр,119,0
зритель,12292,spectator,зри'телям,1,FALSE,dat,pl,зр,зр,127,1
кладбище,6778,cemetery,кла'дбищу,1,FALSE,dat,sg,кл,кл,83,1
класс,31245,Class,кла'ссу,1,FALSE,dat,sg,кл,кл,218,1
классик,3731,classic,кла'ссикам,1,FALSE,dat,pl,кл,кл,21,0
клиент,8777,client,клие'нту,2,FALSE,dat,sg,кл,кл,40,0
клиент,8777,client,клие'нтам,2,FALSE,dat,pl,кл,кл,28,0
климат,4040,climate,кли'мату,1,FALSE,dat,sg,кл,кл,24,0
клуб,14845,Club,клу'бу,1,FALSE,dat,sg,кл,кл,49,0
ключ,12566,key,ключу',2,FALSE,dat,sg,кл,кл,38,0
князь,50997,prince,кня'зю,1,FALSE,dat,sg,кн,кн,779,13
князь,50997,prince,князья'м,2,FALSE,dat,pl,кн,кн,37,0
крайность,3331,extreme,кра'йностям,1,FALSE,dat,pl,кр,кр,21,0
кран,3487,crane,кра'ну,1,FALSE,dat,sg,кр,кр,37,1
красный,52047,red,кра'сному,1,FALSE,dat,sg,кр,кр,132,1
красный,52047,red,кра'сным,1,FALSE,dat,pl,кр,кр,95,1
крах,1391,collapse,кра'ху,1,FALSE,dat,sg,кр,кр,49,0
кремль,8465,Kremlin,кремлю',2,FALSE,dat,sg,кр,кр,144,2
крепость,10663,fortress,кре'пости,1,FALSE,dat,sg,кр,кр,126,0
кресло,15952,chair,кре'слу,1,FALSE,dat,sg,кр,кр,167,0
кресло,15952,chair,кре'слам,1,FALSE,dat,pl,кр,кр,26,0
крест,13154,cross,кресту',2,FALSE,dat,sg,кр,кр,128,99
крестьянин,18633,peasant,крестья'нину,2,FALSE,dat,sg,кр,кр,24,0
крестьянин,18633,peasant,крестья'нам,2,FALSE,dat,pl,кр,кр,114,1
крестьянство,2315,peasantry,крестья'нству,2,FALSE,dat,sg,кр,кр,41,0
кризис,6913,crisis,кри'зису,1,FALSE,dat,sg,кр,кр,51,0
кровать,14199,bed,крова'ти,2,FALSE,dat,sg,кр,кр,449,2
кружок,9382,circle,кружку',2,FALSE,dat,sg,кр,кр,45,0
крушение,1733,collapse,круше'нию,2,FALSE,dat,sg,кр,кр,33,0
крыльцо,8590,porch,крыльцу',2,FALSE,dat,sg,кр,кр,546,9
крюк,2381,hook,крюку',2,FALSE,dat,sg,кр,кр,27,0
лев,18011,lion,льву',1,TRUE,dat,sg,ль,льв,59,40
ложь,6734,,лжи',1,TRUE,dat,sg,лж,лж,11,72
младенец,4950,baby,младе'нцу,2,FALSE,dat,sg,мл,мл,27,1
мнение,37342,view,мне'нию,1,FALSE,dat,sg,мн,мн,234,9
мнение,37342,view,мне'ниям,1,FALSE,dat,pl,мн,мн,20,1
множество,20947,set,мно'жеству,1,FALSE,dat,sg,мн,мн,23,19
нравственность,3086,moral,нра'вственности,1,FALSE,dat,sg,нр,нр,25,0
плавание,4641,swimming,пла'ванию,1,FALSE,dat,sg,пл,пл,59,0
план,36800,plan,пла'ну,1,FALSE,dat,sg,пл,пл,60,0
план,36800,plan,пла'нам,1,FALSE,dat,pl,пл,пл,24,0
планирование,2101,Planning,плани'рованию,2,FALSE,dat,sg,пл,пл,32,0
платье,16148,dress,пла'тью,1,FALSE,dat,sg,пл,пл,39,0
плач,5314,crying,пла'чу,1,FALSE,dat,sg,пл,пл,23,0
племя,6456,tribe,пле'мени,1,FALSE,dat,sg,пл,пл,28,1
племянник,4129,nephew,племя'ннику,2,FALSE,dat,sg,пл,пл,53,0
плетень,1477,wattle,плетню',2,FALSE,dat,sg,пл,пл,87,0
плечо,41574,shoulder,плечу',2,FALSE,dat,sg,пл,пл,735,1
плечо,41574,shoulder,плеча'м,2,FALSE,dat,pl,пл,пл,73,0
плоскость,3839,plane,пло'скости,1,FALSE,dat,sg,пл,пл,97,0
плоть,5142,flesh,пло'ти,1,FALSE,dat,sg,пл,пл,27,0
площадь,22710,area,пло'щади,1,FALSE,dat,sg,пл,пл,178,0
пляж,2816,beach,пля'жу,1,FALSE,dat,sg,пл,пл,43,0
правило,34846,rule,пра'вилам,1,FALSE,dat,pl,пр,пр,80,1
правило,34846,rule,прави'лам,2,FALSE,dat,pl,пр,пр,80,1
правитель,3791,governor,прави'телю,2,FALSE,dat,sg,пр,пр,42,0
правительство,43736,Government,прави'тельству,2,FALSE,dat,sg,пр,пр,341,0
правление,8026,board,правле'нию,2,FALSE,dat,sg,пр,пр,42,7
право,84892,right,пра'ву,1,FALSE,dat,sg,пр,пр,67,0
право,84892,right,права'м,2,FALSE,dat,pl,пр,пр,67,0
православный,11349,orthodox,правосла'вному,3,FALSE,dat,sg,пр,пр,30,0
православный,11349,orthodox,правосла'вным,3,FALSE,dat,pl,пр,пр,41,0
правосудие,2481,justice,правосу'дию,3,FALSE,dat,sg,пр,пр,89,2
правый,100537,right,пра'вому,1,FALSE,dat,sg,пр,пр,209,0
правый,100537,right,пра'вым,1,FALSE,dat,pl,пр,пр,24,0
праздник,18478,holiday,пра'зднику,1,FALSE,dat,sg,пр,пр,441,0
праздник,18478,holiday,пра'здникам,1,FALSE,dat,pl,пр,пр,88,0
превращение,4059,transformation,превраще'нию,3,FALSE,dat,sg,пр,пр,61,0
предательство,2061,betrayal,преда'тельству,2,FALSE,dat,sg,пр,пр,35,0
предводитель,2347,leader,предводи'телю,3,FALSE,dat,sg,пр,пр,24,0
предел,20517,limit,преде'лу,2,FALSE,dat,sg,пр,пр,69,0
предел,20517,limit,преде'лам,2,FALSE,dat,pl,пр,пр,61,0
предложение,20279,proposal,предложе'нию,3,FALSE,dat,sg,пр,пр,88,0
предложение,20279,proposal,предложе'ниям,3,FALSE,dat,pl,пр,пр,30,0
предмет,30595,subject,предме'ту,2,FALSE,dat,sg,пр,пр,371,0
предмет,30595,subject,предме'там,2,FALSE,dat,pl,пр,пр,122,0
предок,5489,ancestor,пре'дкам,1,FALSE,dat,pl,пр,пр,42,0
предположение,6890,assumption,предположе'нию,4,FALSE,dat,sg,пр,пр,54,0
предприятие,31247,Enterprise,предприя'тию,3,FALSE,dat,sg,пр,пр,25,0
предприятие,31247,Enterprise,предприя'тиям,3,FALSE,dat,pl,пр,пр,33,0
председатель,20104,Chairman,председа'телю,3,FALSE,dat,sg,пр,пр,272,0
представитель,25419,Representative,представи'телю,3,FALSE,dat,sg,пр,пр,36,0
представитель,25419,Representative,представи'телям,3,FALSE,dat,pl,пр,пр,117,0
представление,23582,representation,представле'нию,3,FALSE,dat,sg,пр,пр,90,1
представление,23582,representation,представле'ниям,3,FALSE,dat,pl,пр,пр,21,0
предупреждение,3277,warning,предупрежде'нию,4,FALSE,dat,sg,пр,пр,29,2
президент,31983,President,президе'нту,3,FALSE,dat,sg,пр,пр,456,0
президиум,3681,presidium,прези'диуму,2,FALSE,dat,sg,пр,пр,25,0
прекращение,3562,termination,прекраще'нию,3,FALSE,dat,sg,пр,пр,130,0
премьер,9609,Prime,премье'ру,2,FALSE,dat,sg,пр,пр,46,0
преобразование,4556,transformation,преобразова'нию,5,FALSE,dat,sg,пр,пр,33,0
преодоление,2552,overcome,преодоле'нию,4,FALSE,dat,sg,пр,пр,76,1
препарат,5846,preparation,препара'там,3,FALSE,dat,pl,пр,пр,21,0
престол,6835,throne,престо'лу,2,FALSE,dat,sg,пр,пр,244,12
преступление,13977,crime,преступле'нию,3,FALSE,dat,sg,пр,пр,132,3
преступление,13977,crime,преступле'ниям,3,FALSE,dat,pl,пр,пр,47,0
преступник,6776,offender,престу'пнику,2,FALSE,dat,sg,пр,пр,31,0
преступник,6776,offender,престу'пникам,2,FALSE,dat,pl,пр,пр,24,0
преувеличение,1454,exaggeration,преувеличе'ниям,5,FALSE,dat,pl,пр,пр,28,0
прибор,8444,device,прибо'ру,2,FALSE,dat,sg,пр,пр,24,0
прибор,8444,device,прибо'рам,2,FALSE,dat,pl,пр,пр,22,0
прибыль,8132,profit,при'были,1,FALSE,dat,sg,пр,пр,21,0
прибытие,3536,arrival,прибы'тию,2,FALSE,dat,sg,пр,пр,28,0
приготовление,3867,preparation,приготовле'нию,4,FALSE,dat,sg,пр,пр,23,0
приезд,8610,arrival,прие'зду,2,FALSE,dat,sg,пр,пр,152,0
признание,9721,recognition,призна'нию,2,FALSE,dat,sg,пр,пр,170,1
призрак,3462,ghost,при'зракам,1,FALSE,dat,pl,пр,пр,49,0
призыв,4996,call,призы'ву,2,FALSE,dat,sg,пр,пр,22,0
приказ,16275,order,прика'зу,2,FALSE,dat,sg,пр,пр,45,0
приказчик,3281,clerk,прика'зчику,2,FALSE,dat,sg,пр,пр,59,0
приключение,4215,adventure,приключе'ниям,3,FALSE,dat,pl,пр,пр,46,0
прилавок,2338,counter,прила'вку,2,FALSE,dat,sg,пр,пр,146,0
применение,15316,application,примене'нию,3,FALSE,dat,sg,пр,пр,184,0
пример,31652,example,приме'рам,2,FALSE,dat,pl,пр,пр,30,0
принц,5643,prince,при'нцу,1,FALSE,dat,sg,пр,пр,76,0
принцип,25925,principle,при'нципу,1,FALSE,dat,sg,пр,пр,56,0
принцип,25925,principle,при'нципам,1,FALSE,dat,pl,пр,пр,40,0
принятие,8226,adoption,приня'тию,2,FALSE,dat,sg,пр,пр,323,6
приобретение,4527,acquisition,приобрете'нию,4,FALSE,dat,sg,пр,пр,137,6
пристань,3798,pier,при'стани,1,FALSE,dat,sg,пр,пр,302,0
пристань,3798,pier,при'станям,1,FALSE,dat,pl,пр,пр,32,0
пристань,3798,pier,при'стани,1,FALSE,dat,sg,пр,пр,302,0
пристань,3798,pier,пристаня'м,3,FALSE,dat,pl,пр,пр,32,0
присутствие,13067,presence,прису'тствию,2,FALSE,dat,sg,пр,пр,37,0
присутствующий,3309,present,прису'тствующим,2,FALSE,dat,pl,пр,пр,71,0
присяжный,2262,juryman,прися'жным,2,FALSE,dat,pl,пр,пр,21,0
приход,6600,parish,прихо'ду,2,FALSE,dat,sg,пр,пр,147,0
причал,1161,pier,прича'лу,2,FALSE,dat,sg,пр,пр,123,0
приятель,11698,buddy,прия'телю,2,FALSE,dat,sg,пр,пр,128,0
приятель,11698,buddy,прия'телям,2,FALSE,dat,pl,пр,пр,44,0
пробуждение,1471,awakening,пробужде'нию,3,FALSE,dat,sg,пр,пр,37,0
провал,3202,failure,прова'лу,2,FALSE,dat,sg,пр,пр,49,0
проведение,12982,holding,проведе'нию,3,FALSE,dat,sg,пр,пр,245,0
прогресс,5544,progress,прогре'ссу,2,FALSE,dat,sg,пр,пр,76,0
продавец,3998,seller,продавцу',3,FALSE,dat,sg,пр,пр,46,0
продвижение,2679,promotion,продвиже'нию,3,FALSE,dat,sg,пр,пр,22,0
продолжение,8875,continued,продолже'нию,3,FALSE,dat,sg,пр,пр,178,1
продукт,18516,product,проду'кту,2,FALSE,dat,sg,пр,пр,22,0
продукт,18516,product,проду'ктам,2,FALSE,dat,pl,пр,пр,25,0
проект,26269,project,прое'кту,2,FALSE,dat,sg,пр,пр,162,0
произведение,17210,product,произведе'нию,4,FALSE,dat,sg,пр,пр,75,2
произведение,17210,product,произведе'ниям,4,FALSE,dat,pl,пр,пр,74,0
производство,33098,production,произво'дству,3,FALSE,dat,sg,пр,пр,326,1
прокурор,8870,prosecutor,прокуро'ру,3,FALSE,dat,sg,пр,пр,143,0
пролетариат,3541,proletariat,пролетариа'ту,5,FALSE,dat,sg,пр,пр,36,0
промышленность,12308,Industry,промы'шленности,2,FALSE,dat,sg,пр,пр,33,0
проникновение,1687,penetration,проникнове'нию,4,FALSE,dat,sg,пр,пр,25,0
пропасть,15948,abyss,про'пасти,1,FALSE,dat,sg,пр,пр,71,0
проповедь,3480,sermon,про'поведи,1,FALSE,dat,sg,пр,пр,42,0
прорыв,2722,breakthrough,проры'ву,2,FALSE,dat,sg,пр,пр,51,0
просвещение,4606,education,просвеще'нию,3,FALSE,dat,sg,пр,пр,114,3
пространство,21667,space,простра'нству,2,FALSE,dat,sg,пр,пр,41,0
протест,4591,protest,проте'сту,2,FALSE,dat,sg,пр,пр,23,0
противник,22528,opponent,проти'внику,2,FALSE,dat,sg,пр,пр,149,0
противоречие,7007,contradiction,противоре'чию,4,FALSE,dat,sg,пр,пр,31,0
противостояние,1540,opposition,противостоя'нию,5,FALSE,dat,sg,пр,пр,23,0
протокол,6407,Protocol,протоко'лу,3,FALSE,dat,sg,пр,пр,60,0
протокол,6407,Protocol,протоко'лам,3,FALSE,dat,pl,пр,пр,25,0
профессор,20595,Professor,профе'ссору,2,FALSE,dat,sg,пр,пр,195,0
профессор,20595,Professor,профессора'м,4,FALSE,dat,pl,пр,пр,21,0
проход,4735,pass,прохо'ду,2,FALSE,dat,sg,пр,пр,51,0
процесс,49331,process,проце'ссу,2,FALSE,dat,sg,пр,пр,187,0
процесс,49331,process,проце'ссам,2,FALSE,dat,pl,пр,пр,49,0
проявление,8248,manifestation,проявле'нию,3,FALSE,dat,sg,пр,пр,83,0
проявление,8248,manifestation,проявле'ниям,3,FALSE,dat,pl,пр,пр,38,0
пруд,4973,pond,пру'ду,1,FALSE,dat,sg,пр,пр,174,0
пруд,4973,pond,пруда'м,2,FALSE,dat,pl,пр,пр,23,0
пруд,4973,pond,пруду',2,FALSE,dat,sg,пр,пр,174,0
пруд,4973,pond,пруда'м,2,FALSE,dat,pl,пр,пр,23,0
прыжок,3249,jump,прыжку',2,FALSE,dat,sg,пр,пр,96,0
психиатр,1570,psychiatrist,психиа'тру,3,FALSE,dat,sg,пс,пс,96,0
психолог,3227,psychologist,психо'логу,2,FALSE,dat,sg,пс,пс,54,0
рот,24400,mouth,рту',1,TRUE,dat,sg,рт,рт,0,509
сближение,2264,rapprochement,сближе'нию,2,FALSE,dat,sg,сб,сбл,92,0
сбор,9761,collection,сбо'ру,1,FALSE,dat,sg,сб,сб,69,0
сборник,4655,compilation,сбо'рнику,1,FALSE,dat,sg,сб,сб,42,1
сведение,17205,reduction,све'дению,1,FALSE,dat,sg,св,св,511,0
сведение,17205,reduction,све'дениям,1,FALSE,dat,pl,св,св,42,0
сведение,17205,reduction,сведе'нию,2,FALSE,dat,sg,св,св,511,0
сведение,17205,reduction,сведе'ниям,2,FALSE,dat,pl,св,св,42,0
свет,72049,light,све'ту,1,FALSE,dat,sg,св,св,766,1
свидание,10276,date,свида'нию,2,FALSE,dat,sg,св,св,31,0
свободный,33607,free,свобо'дному,2,FALSE,dat,sg,св,св,118,0
свойство,18187,property,сво'йствам,1,FALSE,dat,pl,св,св,27,0
свойство,18187,property,свойства'м,2,FALSE,dat,pl,св,св,27,0
святой,28467,saint,свято'му,2,FALSE,dat,sg,св,св,120,15
святой,28467,saint,святы'м,2,FALSE,dat,pl,св,св,135,21
священник,9736,priest,свяще'ннику,2,FALSE,dat,sg,св,св,144,0
склад,7979,warehouse,скла'ду,1,FALSE,dat,sg,ск,скл,41,0
склад,7979,warehouse,скла'дам,1,FALSE,dat,pl,ск,скл,22,0
склад,7979,warehouse,скла'ду,1,FALSE,dat,sg,ск,скл,41,0
склад,7979,warehouse,склада'м,2,FALSE,dat,pl,ск,скл,22,0
склон,5848,slope,скло'ну,1,FALSE,dat,sg,ск,скл,53,0
скорость,15886,rate,ско'рости,1,FALSE,dat,sg,ск,ск,69,0
слабость,7843,weakness,сла'бости,1,FALSE,dat,sg,сл,сл,21,0
слабость,7843,weakness,сла'бостям,1,FALSE,dat,pl,сл,сл,26,0
славянин,3587,Slav,славяна'м,3,FALSE,dat,pl,сл,сл,38,0
следователь,7853,investigator,сле'дователю,1,FALSE,dat,sg,сл,сл,205,0
следствие,11046,consequence,сле'дствию,1,FALSE,dat,sg,сл,сл,63,0
слияние,2200,merger,слия'нию,2,FALSE,dat,sg,сл,сл,55,0
словесность,1717,literature,слове'сности,2,FALSE,dat,sg,сл,сл,22,0
слово,195018,word,слова'м,2,FALSE,dat,pl,сл,сл,381,0
слон,3651,elephant,слону',2,FALSE,dat,sg,сл,сл,24,0
служение,3784,service,служе'нию,2,FALSE,dat,sg,сл,сл,66,0
слух,15642,hearing,слу'хам,1,FALSE,dat,pl,сл,сл,28,0
случай,124443,case,слу'чаю,1,FALSE,dat,sg,сл,сл,328,1
случай,124443,case,слу'чаям,1,FALSE,dat,pl,сл,сл,34,0
слушатель,4768,listener,слу'шателям,1,FALSE,dat,pl,сл,сл,32,0
смесь,6421,mixture,сме'си,1,FALSE,dat,sg,см,см,37,0
смирение,2551,humility,смире'нию,2,FALSE,dat,sg,см,см,43,4
смотритель,2136,warden,смотри'телю,2,FALSE,dat,sg,см,см,51,0
смысл,48382,meaning,смы'слу,1,FALSE,dat,sg,см,см,78,0
снижение,6569,reduction,сниже'нию,2,FALSE,dat,sg,сн,сн,397,0
сон,29284,sleep,сну',1,TRUE,dat,sg,сн,сн,11,483
спасение,10022,salvation,спасе'нию,2,FALSE,dat,sg,сп,сп,277,149
спаситель,3836,savior,спаси'телю,2,FALSE,dat,sg,сп,сп,27,1
спектакль,18455,performance,спекта'клю,2,FALSE,dat,sg,сп,сп,123,0
спектакль,18455,performance,спекта'клям,2,FALSE,dat,pl,сп,сп,30,0
специалист,18573,specialist,специали'сту,4,FALSE,dat,sg,сп,сп,56,0
специалист,18573,specialist,специали'стам,4,FALSE,dat,pl,сп,сп,90,0
список,13048,list,спи'ску,1,FALSE,dat,sg,сп,сп,37,0
спокойствие,5966,calm,споко'йствию,2,FALSE,dat,sg,сп,сп,57,0
спор,12909,dispute,спо'ру,1,FALSE,dat,sg,сп,сп,44,0
спор,12909,dispute,спо'рам,1,FALSE,dat,pl,сп,сп,45,0
спорт,7153,Sports,спо'рту,1,FALSE,dat,sg,сп,сп,96,0
способ,26433,way,спо'собу,1,FALSE,dat,sg,сп,сп,27,0
способ,26433,way,спо'собам,1,FALSE,dat,pl,сп,сп,25,0
способность,17482,ability,спосо'бности,2,FALSE,dat,sg,сп,сп,21,0
справедливость,8099,justice,справедли'вости,3,FALSE,dat,sg,сп,спр,115,0
спуск,4061,descent,спу'ску,1,FALSE,dat,sg,сп,сп,114,1
спутник,6909,Satellite,спу'тнику,1,FALSE,dat,sg,сп,сп,21,0
сравнение,15162,comparison,сравне'нию,2,FALSE,dat,sg,ср,ср,38,0
сражение,6475,battle,сраже'нию,2,FALSE,dat,sg,ср,ср,56,1
средство,51347,means,сре'дству,1,FALSE,dat,sg,ср,ср,37,0
средство,51347,means,сре'дствам,1,FALSE,dat,pl,ср,ср,107,1
срыв,1183,stall,сры'ву,1,FALSE,dat,sg,ср,ср,29,0
стадион,1776,stadium,стадио'ну,3,FALSE,dat,sg,ст,ст,21,0
стадо,4708,herd,ста'ду,1,FALSE,dat,sg,ст,ст,66,1
стакан,12116,glass,стака'ну,2,FALSE,dat,sg,ст,ст,55,0
стан,7802,mill,ста'ну,1,FALSE,dat,sg,ст,ст,63,1
станок,3570,machine,станку',2,FALSE,dat,sg,ст,ст,101,0
станок,3570,machine,станка'м,2,FALSE,dat,pl,ст,ст,33,0
старец,6871,elder,ста'рцу,1,FALSE,dat,sg,ст,ст,134,0
старец,6871,elder,ста'рцам,1,FALSE,dat,pl,ст,ст,29,0
старик,39896,old man,старику',3,FALSE,dat,sg,ст,ст,396,0
старик,39896,old man,старика'м,3,FALSE,dat,pl,ст,ст,107,0
старичок,4676,old man,старичку',3,FALSE,dat,sg,ст,ст,47,0
старость,6271,age,ста'рости,1,FALSE,dat,sg,ст,ст,274,0
старт,2635,start,ста'рту,1,FALSE,dat,sg,ст,ст,64,0
старший,28905,Senior,ста'ршему,1,FALSE,dat,sg,ст,ст,273,0
старший,28905,Senior,ста'ршим,1,FALSE,dat,pl,ст,ст,136,0
старшой,6781,eldest,старши'м,2,FALSE,dat,pl,ст,ст,136,0
статус,5315,status,ста'тусу,1,FALSE,dat,sg,ст,ст,24,0
ствол,7709,trunk,стволу',2,FALSE,dat,sg,ст,ств,179,0
ствол,7709,trunk,ствола'м,2,FALSE,dat,pl,ст,ств,21,0
стебель,2090,stalk,сте'блю,1,FALSE,dat,sg,ст,ст,25,0
стекло,16767,glass,стеклу',2,FALSE,dat,sg,ст,ст,337,0
стекло,16767,glass,стёклам,1,FALSE,dat,pl,ст,ст,52,0
стен,43443,walls,сте'нам,1,FALSE,dat,pl,ст,ст,327,0
стенд,1534,stand,сте'нду,1,FALSE,dat,sg,ст,ст,21,0
стиль,12238,style,сти'лю,1,FALSE,dat,sg,ст,ст,59,0
стих,28166,verse,сти'хам,1,FALSE,dat,pl,ст,ст,155,1
стих,28166,verse,стиха'м,2,FALSE,dat,pl,ст,ст,155,1
стихотворение,7554,poem,стихотворе'нию,4,FALSE,dat,sg,ст,ст,38,0
стоимость,10234,value,сто'имости,1,FALSE,dat,sg,ст,ст,42,0
