lemma,lemma_freq,gloss,form,stressed_syll,monosyll,case,number,short_cluster,full_cluster,noep,ep
взаимодействие,8159,interaction,взаимоде'йствию,4,FALSE,dat,sg,вз,вз,30,0
взаимодействие,8159,interaction,взаимоде'йствиям,4,FALSE,dat,pl,вз,вз,1,0
взаимоотношение,3983,relationship,взаимоотноше'нию,6,FALSE,dat,sg,вз,вз,7,0
взаимоотношение,3983,relationship,взаимоотноше'ниям,6,FALSE,dat,pl,вз,вз,16,0
взвод,4308,platoon,взво'ду,1,FALSE,dat,sg,вз,взв,5,2
взвод,4308,platoon,взво'дам,1,FALSE,dat,pl,вз,взв,1,0
взгляд,52915,view,взгля'ду,1,FALSE,dat,sg,вз,взгл,8,5
взгляд,52915,view,взгля'дам,1,FALSE,dat,pl,вз,взгл,21,7
вздох,4841,sigh,вздо'ху,1,FALSE,dat,sg,вз,взд,1,0
вздох,4841,sigh,вздо'хам,1,FALSE,dat,pl,вз,взд,1,2
взмах,1065,wag,взма'ху,1,FALSE,dat,sg,вз,взм,0,1
взмах,1065,wag,взма'хам,1,FALSE,dat,pl,вз,взм,0,0
взнос,1945,fee,взно'су,1,FALSE,dat,sg,вз,взн,0,1
взнос,1945,fee,взно'сам,1,FALSE,dat,pl,вз,взн,2,0
взор,8079,gaze,взо'ру,1,FALSE,dat,sg,вз,вз,1,2
взор,8079,gaze,взо'рам,1,FALSE,dat,pl,вз,вз,0,1
взрослый,12467,adult,взро'слому,1,FALSE,dat,sg,вз,взр,37,4
взрослый,12467,adult,взро'слым,1,FALSE,dat,pl,вз,взр,50,16
взрыв,8852,explosion,взры'ву,1,FALSE,dat,sg,вз,взр,112,5
взрыв,8852,explosion,взры'вам,1,FALSE,dat,pl,вз,взр,28,5
взрывной,1107,explosive,взрывно'му,2,FALSE,dat,sg,вз,взр,4,0
взрывной,1107,explosive,взрывны'м,2,FALSE,dat,pl,вз,взр,2,1
взятие,1963,taking,взя'тию,1,FALSE,dat,sg,вз,вз,9,5
взятие,1963,taking,взя'тиям,1,FALSE,dat,pl,вз,вз,0,0
взяток,2860,bribes,взя'тку,1,FALSE,dat,sg,вз,вз,0,0
взяток,2860,bribes,взя'ткам,1,FALSE,dat,pl,вз,вз,7,7
вклад,4622,contribution,вкла'ду,1,FALSE,dat,sg,вк,вкл,2,0
вклад,4622,contribution,вкла'дам,1,FALSE,dat,pl,вк,вкл,1,0
вкладчик,670,depositor,вкла'дчику,1,FALSE,dat,sg,вк,вкл,0,0
вкладчик,670,depositor,вкла'дчикам,1,FALSE,dat,pl,вк,вкл,2,0
включение,2628,inclusion,включе'нию,2,FALSE,dat,sg,вк,вкл,23,2
включение,2628,inclusion,включе'ниям,2,FALSE,dat,pl,вк,вкл,0,0
вкус,13349,taste,вку'су,1,FALSE,dat,sg,вк,вк,5,8
вкус,13349,taste,вку'сам,1,FALSE,dat,pl,вк,вк,8,9
владелец,8626,owner,владе'льцу,2,FALSE,dat,sg,вл,вл,32,0
владелец,8626,owner,владе'льцам,2,FALSE,dat,pl,вл,вл,28,0
владение,5857,possession,владе'нию,2,FALSE,dat,sg,вл,вл,6,8
владение,5857,possession,владе'ниям,2,FALSE,dat,pl,вл,вл,12,3
властитель,1262,ruler,власти'телю,2,FALSE,dat,sg,вл,вл,6,0
властитель,1262,ruler,власти'телям,2,FALSE,dat,pl,вл,вл,3,0
власть,67217,power,вла'сти,1,FALSE,dat,sg,вл,вл,1883,13
власть,67217,power,властя'м,2,FALSE,dat,pl,вл,вл,142,1
влечение,2203,inclination,влече'нию,2,FALSE,dat,sg,вл,вл,4,0
влечение,2203,inclination,влече'ниям,2,FALSE,dat,pl,вл,вл,4,0
влияние,24926,influence,влия'нию,2,FALSE,dat,sg,вл,вл,27,2
влияние,24926,influence,влия'ниям,2,FALSE,dat,pl,вл,вл,5,1
вмешательство,3055,intervention,вмеша'тельству,2,FALSE,dat,sg,вм,вм,14,2
вмешательство,3055,intervention,вмеша'тельствам,2,FALSE,dat,pl,вм,вм,0,0
внедрение,3310,introduction,внедре'нию,2,FALSE,dat,sg,вн,вн,58,0
внедрение,3310,introduction,внедре'ниям,2,FALSE,dat,pl,вн,вн,0,0
внешность,3403,appearance,вне'шности,1,FALSE,dat,sg,вн,вн,13,2
внешность,3403,appearance,вне'шностям,1,FALSE,dat,pl,вн,вн,0,1
внимание,49696,attention,внима'нию,2,FALSE,dat,sg,вн,вн,38,9
внимание,49696,attention,внима'ниям,2,FALSE,dat,pl,вн,вн,0,0
внук,5545,grandson,вну'ку,1,FALSE,dat,sg,вн,вн,39,5
внук,5545,grandson,вну'кам,1,FALSE,dat,pl,вн,вн,25,2
внутренность,1870,interior,вну'тренности,1,FALSE,dat,sg,вн,вн,1,2
внутренность,1870,interior,вну'тренностям,1,FALSE,dat,pl,вн,вн,3,0
внучек,2219,granddaughters,вну'чку,1,FALSE,dat,sg,вн,вн,0,0
внучек,2219,granddaughters,вну'чкам,1,FALSE,dat,pl,вн,вн,6,0
впечатление,23459,impression,впечатле'нию,3,FALSE,dat,sg,вп,вп,6,1
впечатление,23459,impression,впечатле'ниям,3,FALSE,dat,pl,вп,вп,17,0
враг,25625,enemy,врагу',2,FALSE,dat,sg,вр,вр,136,12
враг,25625,enemy,врага'м,2,FALSE,dat,pl,вр,вр,194,7
врач,23717,doctor,врачу',2,FALSE,dat,sg,вр,вр,884,26
врач,23717,doctor,врача'м,2,FALSE,dat,pl,вр,вр,211,1
вращение,2066,rotation,враще'нию,2,FALSE,dat,sg,вр,вр,7,0
вращение,2066,rotation,враще'ниям,2,FALSE,dat,pl,вр,вр,0,0
вред,5542,harm,вреду',2,FALSE,dat,sg,вр,вр,4,75
вред,5542,harm,вреда'м,2,FALSE,dat,pl,вр,вр,0,0
вредитель,1252,pest,вреди'телю,2,FALSE,dat,sg,вр,вр,0,0
вредитель,1252,pest,вреди'телям,2,FALSE,dat,pl,вр,вр,11,0
время,349141,time,вре'мени,1,FALSE,dat,sg,вр,вр,47,1025
время,349141,time,времена'м,3,FALSE,dat,pl,вр,вр,72,77
всадник,3793,rider,вса'днику,1,FALSE,dat,sg,вс,вс,6,1
всадник,3793,rider,вса'дникам,1,FALSE,dat,pl,вс,вс,6,0
вскрытие,1032,autopsy,вскры'тию,1,FALSE,dat,sg,вс,вскр,12,3
вскрытие,1032,autopsy,вскры'тиям,1,FALSE,dat,pl,вс,вскр,0,0
всплеск,1201,splash,вспле'ску,1,FALSE,dat,sg,вс,вспл,7,0
всплеск,1201,splash,вспле'скам,1,FALSE,dat,pl,вс,вспл,1,0
встречный,4300,counter,встре'чному,1,FALSE,dat,sg,вс,встр,10,1
встречный,4300,counter,встре'чным,1,FALSE,dat,pl,вс,встр,9,1
вступление,4786,entry,вступле'нию,2,FALSE,dat,sg,вс,вст,82,13
вступление,4786,entry,вступле'ниям,2,FALSE,dat,pl,вс,вст,1,0
вторжение,1583,invasion,вторже'нию,2,FALSE,dat,sg,вт,вт,20,2
вторжение,1583,invasion,вторже'ниям,2,FALSE,dat,pl,вт,вт,1,0
вторник,3272,Tuesday,вто'рнику,1,FALSE,dat,sg,вт,вт,1,9
вторник,3272,Tuesday,вто'рникам,1,FALSE,dat,pl,вт,вт,0,0
вход,10375,login,вхо'ду,1,FALSE,dat,sg,вх,вх,104,158
вход,10375,login,вхо'дам,1,FALSE,dat,pl,вх,вх,3,5
гвардеец,942,guardsman,гварде'йцу,2,FALSE,dat,sg,гв,гв,2,0
гвардеец,942,guardsman,гварде'йцам,2,FALSE,dat,pl,гв,гв,2,0
гвоздь,4118,nail,гвоздю',2,FALSE,dat,sg,гв,гв,7,0
гвоздь,4118,nail,гвоздя'м,2,FALSE,dat,pl,гв,гв,4,2
главарь,698,ringleader,главарю',3,FALSE,dat,sg,гл,гл,2,0
главарь,698,ringleader,главаря'м,3,FALSE,dat,pl,гл,гл,0,0
главк,809,Glaucus,гла'вку,1,FALSE,dat,sg,гл,гл,0,0
главк,809,Glaucus,гла'вкам,1,FALSE,dat,pl,гл,гл,0,0
главнокомандующий,4951,Commander,главнокома'ндующему,4,FALSE,dat,sg,гл,гл,82,0
главнокомандующий,4951,Commander,главнокома'ндующим,4,FALSE,dat,pl,гл,гл,1,0
гладь,1066,smooth surface,гла'ди,1,FALSE,dat,sg,гл,гл,1,0
гладь,1066,smooth surface,гла'дям,1,FALSE,dat,pl,гл,гл,0,0
глазок,5006,peephole,глазку',2,FALSE,dat,sg,гл,гл,36,0
глазок,5006,peephole,глазка'м,2,FALSE,dat,pl,гл,гл,3,0
глазок,5006,peephole,глазку',2,FALSE,dat,sg,гл,гл,36,0
глазок,5006,peephole,гла'зкам,1,FALSE,dat,pl,гл,гл,3,0
гласность,1156,publicity,гла'сности,1,FALSE,dat,sg,гл,гл,15,0
гласность,1156,publicity,гла'сностям,1,FALSE,dat,pl,гл,гл,0,0
глобус,845,globe,гло'бусу,1,FALSE,dat,sg,гл,гл,4,0
глобус,845,globe,гло'бусам,1,FALSE,dat,pl,гл,гл,0,0
глоток,3585,sip,глотку',2,FALSE,dat,sg,гл,гл,0,0
глоток,3585,sip,глотка'м,2,FALSE,dat,pl,гл,гл,0,0
глупец,783,fool,глупцу',2,FALSE,dat,sg,гл,гл,0,0
глупец,783,fool,глупца'м,2,FALSE,dat,pl,гл,гл,1,0
глупость,7652,stupidity,глу'пости,1,FALSE,dat,sg,гл,гл,10,0
глупость,7652,stupidity,глу'постям,1,FALSE,dat,pl,гл,гл,2,0
глухарь,843,capercaillie,глухарю',3,FALSE,dat,sg,гл,гл,6,0
глухарь,843,capercaillie,глухаря'м,3,FALSE,dat,pl,гл,гл,3,0
гнев,7287,anger,гне'ву,1,FALSE,dat,sg,гн,гн,14,4
гнев,7287,anger,гне'вам,1,FALSE,dat,pl,гн,гн,0,0
гнездо,4875,nest,гнезду',2,FALSE,dat,sg,гн,гн,46,4
гнездо,4875,nest,гнёздам,1,FALSE,dat,pl,гн,гн,8,2
гном,616,gnome,гно'му,1,FALSE,dat,sg,гн,гн,0,0
гном,616,gnome,гно'мам,1,FALSE,dat,pl,гн,гн,1,0
грабитель,1346,robber,граби'телю,2,FALSE,dat,sg,гр,гр,2,0
грабитель,1346,robber,граби'телям,2,FALSE,dat,pl,гр,гр,1,0
град,3979,hail,гра'ду,1,FALSE,dat,sg,гр,гр,10,19
град,3979,hail,гра'дам,1,FALSE,dat,pl,гр,гр,0,0
градус,4620,degree,гра'дусу,1,FALSE,dat,sg,гр,гр,1,0
градус,4620,degree,гра'дусам,1,FALSE,dat,pl,гр,гр,1,0
градусник,364,thermometer,гра'дуснику,1,FALSE,dat,sg,гр,гр,2,0
градусник,364,thermometer,гра'дусникам,1,FALSE,dat,pl,гр,гр,0,0
гражданин,24939,citizen,граждани'ну,3,FALSE,dat,sg,гр,гр,31,0
гражданин,24939,citizen,гра'жданам,1,FALSE,dat,pl,гр,гр,93,0
гражданство,1842,citizenship,гражда'нству,2,FALSE,dat,sg,гр,гр,8,1
гражданство,1842,citizenship,гражда'нствам,2,FALSE,dat,pl,гр,гр,0,0
грамотный,3022,literate,гра'мотному,1,FALSE,dat,sg,гр,гр,3,0
грамотный,3022,literate,гра'мотным,1,FALSE,dat,pl,гр,гр,4,0
гранат,2756,garnet,грана'ту,2,FALSE,dat,sg,гр,гр,1,0
гранат,2756,garnet,грана'там,2,FALSE,dat,pl,гр,гр,1,0
гранит,1339,granite,грани'ту,2,FALSE,dat,sg,гр,гр,3,0
гранит,1339,granite,грани'там,2,FALSE,dat,pl,гр,гр,1,0
грань,4128,face,гра'ни,1,FALSE,dat,sg,гр,гр,5,0
грань,4128,face,гра'ням,1,FALSE,dat,pl,гр,гр,8,0
граф,22652,graph,гра'фу,1,FALSE,dat,sg,гр,гр,511,1
граф,22652,graph,гра'фам,1,FALSE,dat,pl,гр,гр,1,0
граф,22652,graph,гра'фу,1,FALSE,dat,sg,гр,гр,511,1
граф,22652,graph,гра'фам,1,FALSE,dat,pl,гр,гр,1,0
график,3091,schedule,гра'фику,1,FALSE,dat,sg,гр,гр,6,0
график,3091,schedule,гра'фикам,1,FALSE,dat,pl,гр,гр,2,0
график,3091,schedule,гра'фику,1,FALSE,dat,sg,гр,гр,6,0
график,3091,schedule,гра'фикам,1,FALSE,dat,pl,гр,гр,2,0
графин,1745,carafe,графи'ну,2,FALSE,dat,sg,гр,гр,32,0
графин,1745,carafe,графи'нам,2,FALSE,dat,pl,гр,гр,2,0
гребень,3207,crest,гре'бню,1,FALSE,dat,sg,гр,гр,25,0
гребень,3207,crest,гре'бням,1,FALSE,dat,pl,гр,гр,0,0
грек,5371,Greek,гре'ку,1,FALSE,dat,sg,гр,гр,11,0
грек,5371,Greek,гре'кам,1,FALSE,dat,pl,гр,гр,42,4
грех,17017,sin,греху',2,FALSE,dat,sg,гр,гр,47,53
грех,17017,sin,греха'м,2,FALSE,dat,pl,гр,гр,10,3
грешник,1611,sinner,гре'шнику,1,FALSE,dat,sg,гр,гр,3,1
грешник,1611,sinner,гре'шникам,1,FALSE,dat,pl,гр,гр,10,1
гриб,5262,mushroom,грибу',2,FALSE,dat,sg,гр,гр,4,0
гриб,5262,mushroom,гриба'м,2,FALSE,dat,pl,гр,гр,17,0
грибок,567,fungus,грибку',2,FALSE,dat,sg,гр,гр,2,0
грибок,567,fungus,грибка'м,2,FALSE,dat,pl,гр,гр,0,0
грипп,2675,flu,гри'ппу,1,FALSE,dat,sg,гр,гр,9,0
грипп,2675,flu,гри'ппам,1,FALSE,dat,pl,гр,гр,0,0
гриф,816,vulture,гри'фу,1,FALSE,dat,sg,гр,гр,1,0
гриф,816,vulture,гри'фам,1,FALSE,dat,pl,гр,гр,0,0
гриф,816,vulture,гри'фу,1,FALSE,dat,sg,гр,гр,1,0
гриф,816,vulture,гри'фам,1,FALSE,dat,pl,гр,гр,0,0
гроссмейстер,667,grandmaster,гроссме'йстеру,2,FALSE,dat,sg,гр,гр,3,0
гроссмейстер,667,grandmaster,гроссме'йстерам,2,FALSE,dat,pl,гр,гр,0,0
грохот,3974,crash,гро'хоту,1,FALSE,dat,sg,гр,гр,20,0
грохот,3974,crash,гро'хотам,1,FALSE,dat,pl,гр,гр,0,0
грош,2556,mite,грошу',2,FALSE,dat,sg,гр,гр,1,0
грош,2556,mite,гроша'м,2,FALSE,dat,pl,гр,гр,1,0
грубость,1868,rudeness,гру'бости,1,FALSE,dat,sg,гр,гр,6,0
грубость,1868,rudeness,гру'бостям,1,FALSE,dat,pl,гр,гр,0,0
груз,6919,cargo,гру'зу,1,FALSE,dat,sg,гр,гр,8,0
груз,6919,cargo,гру'зам,1,FALSE,dat,pl,гр,гр,2,0
грузин,1816,Georgian,грузи'ну,2,FALSE,dat,sg,гр,гр,6,0
грузин,1816,Georgian,грузи'нам,2,FALSE,dat,pl,гр,гр,6,0
грузовик,3718,truck,грузовику',4,FALSE,dat,sg,гр,гр,31,0
грузовик,3718,truck,грузовика'м,4,FALSE,dat,pl,гр,гр,5,0
грузчик,1129,loader,гру'зчику,1,FALSE,dat,sg,гр,гр,0,0
грузчик,1129,loader,гру'зчикам,1,FALSE,dat,pl,гр,гр,3,0
грусть,3889,melancholy,гру'сти,1,FALSE,dat,sg,гр,гр,11,1
грусть,3889,melancholy,гру'стям,1,FALSE,dat,pl,гр,гр,0,0
двигатель,8943,engine,дви'гателю,1,FALSE,dat,sg,дв,дв,25,0
двигатель,8943,engine,дви'гателям,1,FALSE,dat,pl,дв,дв,11,0
движение,51390,movement,движе'нию,2,FALSE,dat,sg,дв,дв,228,1
движение,51390,movement,движе'ниям,2,FALSE,dat,pl,дв,дв,23,0
двойник,1369,double,двойнику',3,FALSE,dat,sg,дв,дв,4,0
двойник,1369,double,двойника'м,3,FALSE,dat,pl,дв,дв,0,0
двойник,1369,double,двойнику',3,FALSE,dat,sg,дв,дв,4,0
двойник,1369,double,двойника'м,3,FALSE,dat,pl,дв,дв,0,0
двор,41939,yard,двору',2,FALSE,dat,sg,дв,дв,370,640
двор,41939,yard,двора'м,2,FALSE,dat,pl,дв,дв,7,39
дворец,15180,palace,дворцу',2,FALSE,dat,sg,дв,дв,66,139
дворец,15180,palace,дворца'м,2,FALSE,dat,pl,дв,дв,4,0
дворик,1365,patio,дво'рику,1,FALSE,dat,sg,дв,дв,0,0
дворик,1365,patio,дво'рикам,1,FALSE,dat,pl,дв,дв,0,0
дворник,3600,janitor,дво'рнику,1,FALSE,dat,sg,дв,дв,55,0
дворник,3600,janitor,дво'рникам,1,FALSE,dat,pl,дв,дв,1,0
дворник,3600,janitor,дво'рнику,1,FALSE,dat,sg,дв,дв,55,0
дворник,3600,janitor,дво'рникам,1,FALSE,dat,pl,дв,дв,1,0
дворянин,5883,nobleman,дворяни'ну,3,FALSE,dat,sg,дв,дв,5,0
дворянин,5883,nobleman,дворяна'м,3,FALSE,dat,pl,дв,дв,21,1
день,240587,day,дню',1,TRUE,dat,sg,дн,дн,109,461
день,240587,day,дня'м,1,TRUE,dat,pl,дн,дн,24,10
джаз,1534,jazz,джа'зу,1,FALSE,dat,sg,дж,дж,27,0
джаз,1534,jazz,джа'зам,1,FALSE,dat,pl,дж,дж,0,0
джентльмен,1966,gentleman,дже`нтльме'ну,2,FALSE,dat,sg,дж,дж,0,0
джентльмен,1966,gentleman,дже`нтльме'нам,2,FALSE,dat,pl,дж,дж,0,0
джинн,316,genie,джи'нну,1,FALSE,dat,sg,дж,дж,2,0
джинн,316,genie,джи'ннам,1,FALSE,dat,pl,дж,дж,1,0
джип,1386,jeep,джи'пу,1,FALSE,dat,sg,дж,дж,28,0
джип,1386,jeep,джи'пам,1,FALSE,dat,pl,дж,дж,1,0
дневальный,555,orderly,днева'льному,2,FALSE,dat,sg,дн,дн,4,0
дневальный,555,orderly,днева'льным,2,FALSE,dat,pl,дн,дн,0,0
дневник,6860,diary,дневнику',3,FALSE,dat,sg,дн,дн,36,0
дневник,6860,diary,дневника'м,3,FALSE,dat,pl,дн,дн,6,0
днище,719,bottom,дни'щу,1,FALSE,dat,sg,дн,дн,24,0
днище,719,bottom,дни'щам,1,FALSE,dat,pl,дн,дн,0,0
дно,15405,bottom,дну',1,TRUE,dat,sg,дн,дн,27,514
дно,15405,bottom,дна'м,1,TRUE,dat,pl,дн,дн,0,0
дно,15405,bottom,дну',1,TRUE,dat,sg,дн,дн,27,514
дно,15405,bottom,до'ньям,1,FALSE,dat,pl,д,д,0,0
драгоценность,1567,jewel,драгоце'нности,3,FALSE,dat,sg,др,др,1,0
драгоценность,1567,jewel,драгоце'нностям,3,FALSE,dat,pl,др,др,4,0
дракон,2342,dragon,драко'ну,2,FALSE,dat,sg,др,др,14,0
дракон,2342,dragon,драко'нам,2,FALSE,dat,pl,др,др,2,0
драматург,1964,playwright,драмату'ргу,3,FALSE,dat,sg,др,др,9,0
драматург,1964,playwright,драмату'ргам,3,FALSE,dat,pl,др,др,0,0
древность,3137,antiquity,дре'вности,1,FALSE,dat,sg,др,др,31,0
древность,3137,antiquity,дре'вностям,1,FALSE,dat,pl,др,др,8,0
дробь,2207,fraction,дро'би,1,FALSE,dat,sg,др,др,4,0
дробь,2207,fraction,дробя'м,2,FALSE,dat,pl,др,др,0,0
дровосек,552,woodcutter,дровосе'ку,3,FALSE,dat,sg,др,др,0,0
дровосек,552,woodcutter,дровосе'кам,3,FALSE,dat,pl,др,др,0,0
дрожь,2625,shiver,дро'жи,1,FALSE,dat,sg,др,др,2,0
дрожь,2625,shiver,дро'жам,1,FALSE,dat,pl,др,др,0,0
дрозд,1059,thrush,дрозду',2,FALSE,dat,sg,др,др,0,0
дрозд,1059,thrush,дрозда'м,2,FALSE,dat,pl,др,др,0,0
друг,161683,each,дру'гу,1,FALSE,dat,sg,др,др,3908,120
друг,161683,each,друзья'м,2,FALSE,dat,pl,др,др,329,0
дружинник,731,druzhinnik,дружи'ннику,2,FALSE,dat,sg,др,др,1,0
дружинник,731,druzhinnik,дружи'нникам,2,FALSE,dat,pl,др,др,1,0
дружище,603,buddy,дружи'щу,2,FALSE,dat,sg,др,др,0,0
дружище,603,buddy,дружи'щам,2,FALSE,dat,pl,др,др,0,0
дружок,3315,pal,дружку',2,FALSE,dat,sg,др,др,13,0
дружок,3315,pal,дружка'м,2,FALSE,dat,pl,др,др,2,0
дрянь,2578,trash,дря'ни,1,FALSE,dat,sg,др,др,1,0
